"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt"
"1","072715-01",1,6,1,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","7/27/2015","9:22",3665
"2","072715-01",1,6,2,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","R","cat_pos","N","7/27/2015","9:22",2313
"3","072715-01",1,6,3,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","7/27/2015","9:22",1804
"4","072715-01",1,6,4,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","7/27/2015","9:22",1576
"5","072715-01",1,6,5,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y","7/27/2015","9:22",1464
"6","072715-01",1,6,6,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","R","cup_pos","N","7/27/2015","9:22",2682
"7","072715-01",1,6,7,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y","7/27/2015","9:22",5675
"8","072715-01",1,6,8,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","7/27/2015","9:22",2090
"9","072715-01",1,6,9,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","7/27/2015","9:22",2748
"10","072715-01",1,6,10,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","7/27/2015","9:22",1919
"11","072715-01",1,6,11,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y","7/27/2015","9:22",1813
"12","072715-01",1,6,12,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","7/27/2015","9:22",1359
"13","072715-01",1,6,13,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","7/27/2015","9:22",1546
"14","072715-01",1,6,14,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",1378
"15","072715-01",1,6,15,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","L","cookie_neg","Y","7/27/2015","9:22",2472
"16","072715-01",1,6,16,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","7/27/2015","9:22",1527
"17","072715-01",1,6,17,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1250
"18","072715-01",1,6,18,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","7/27/2015","9:22",1397
"19","072715-01",1,6,19,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","L","bird_neg","Y","7/27/2015","9:22",1971
"20","072715-01",1,6,20,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","7/27/2015","9:22",1433
"21","072715-01",1,6,21,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y","7/27/2015","9:22",1283
"22","072715-01",1,6,22,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","7/27/2015","9:22",1428
"23","072715-01",1,6,23,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","7/27/2015","9:22",1419
"24","072715-01",1,6,24,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","7/27/2015","9:22",1285
"25","072715-01",1,6,25,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","7/27/2015","9:22",1300
"26","072715-01",1,6,26,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","R","banana_neg","N","7/27/2015","9:22",1117
"27","072715-01",1,6,27,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","7/27/2015","9:22",1416
"28","072715-01",1,6,28,"bird_pos","bird_neg","bird_pos","negation","positive","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1766
"29","072715-01",1,6,29,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y","7/27/2015","9:22",1494
"30","072715-01",1,6,30,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","7/27/2015","9:22",2231
"31","072715-01",1,6,31,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","7/27/2015","9:22",1676
"32","072715-01",1,6,32,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","7/27/2015","9:22",1546
"33","072715-01",1,6,33,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","7/27/2015","9:22",1637
"34","072715-01",1,6,34,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","7/27/2015","9:22",1544
"35","072715-01",1,6,35,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","R","flower_neg","N","7/27/2015","9:22",1523
"36","072715-01",1,6,36,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y","7/27/2015","9:22",1527
"37","072715-01",1,6,37,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","7/27/2015","9:22",2339
"38","072715-01",1,6,38,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y","7/27/2015","9:22",2200
"39","072715-01",1,6,39,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/27/2015","9:22",1797
"40","072715-01",1,6,40,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","7/27/2015","9:22",1433
"41","072715-01",1,6,41,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","7/27/2015","9:22",1593
"42","072715-01",1,6,42,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y","7/27/2015","9:22",1542
"43","072715-01",1,6,43,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y","7/27/2015","9:22",1443
"44","072715-01",1,6,44,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","7/27/2015","9:22",2049
"45","072715-01",1,6,45,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y","7/27/2015","9:22",2219
"46","072715-01",1,6,46,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","7/27/2015","9:22",2294
"47","072715-01",1,6,47,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","L","cookie_neg","Y","7/27/2015","9:22",1752
"48","072715-01",1,6,48,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","7/27/2015","9:22",2343
"49","072715-01",1,6,49,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y","7/27/2015","9:22",2445
"50","072715-01",1,6,50,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","7/27/2015","9:22",1552
"51","072715-01",1,6,51,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","7/27/2015","9:22",1979
"52","072715-01",1,6,52,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","7/27/2015","9:22",1923
"53","072715-01",1,6,53,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y","7/27/2015","9:22",2979
"54","072715-01",1,6,54,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","7/27/2015","9:22",2380
"55","072715-01",1,6,55,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","R","bird_pos","N","7/27/2015","9:22",1353
"56","072715-01",1,6,56,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","7/27/2015","9:22",1765
"57","072715-01",1,6,57,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","L","bicycle_neg","Y","7/27/2015","9:22",2256
"58","072715-01",1,6,58,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/27/2015","9:22",4199
"59","072715-01",1,6,59,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","7/27/2015","9:22",2885
"60","072715-01",1,6,60,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","R","cookie_neg","Y","7/27/2015","9:22",1902
"61","072715-01",1,6,1,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","L","banana_control","Y","7/27/2015","9:22",3326
"62","072715-01",1,6,2,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","R","cup_control","N","7/27/2015","9:22",3658
"63","072715-01",1,6,3,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","L","apple_control","N","7/27/2015","9:22",2377
"64","072715-01",1,6,4,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","R","cat_control","N","7/27/2015","9:22",2529
"65","072715-01",1,6,5,"cookie_control","cookie_control","cookie_foil","implicature","unambiguous","target","distractor","L","cookie_control","Y","7/27/2015","9:22",2097
"66","072715-01",1,6,6,"teddybear_implic","teddybear_control","teddybear_implic","implicature","implicature","distractor","target","R","teddybear_implic","Y","7/27/2015","9:22",1953
"67","072715-01",1,6,7,"dog_control","dog_foil","dog_control","implicature","unambiguous","distractor","target","R","dog_control","Y","7/27/2015","9:22",3044
"68","072715-01",1,6,8,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y","7/27/2015","9:22",2419
"69","072715-01",1,6,9,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/27/2015","9:22",2636
"70","072715-01",1,6,10,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","L","car_control","N","7/27/2015","9:22",3134
"71","072715-01",1,6,11,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y","7/27/2015","9:22",4419
"72","072715-01",1,6,12,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y","7/27/2015","9:22",3861
"73","072715-01",1,6,13,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y","7/27/2015","9:22",2548
"74","072715-01",1,6,14,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y","7/27/2015","9:22",3658
"75","072715-01",1,6,15,"flower_control","flower_foil","flower_control","implicature","unambiguous","distractor","target","R","flower_control","Y","7/27/2015","9:22",2747
"76","072715-01",1,6,16,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y","7/27/2015","9:22",1636
"77","072715-01",1,6,17,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y","7/27/2015","9:22",2058
"78","072715-01",1,6,18,"cookie_implic","cookie_control","cookie_implic","implicature","implicature","distractor","target","R","cookie_implic","Y","7/27/2015","9:22",1965
"79","072715-01",1,6,19,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/27/2015","9:22",2158
"80","072715-01",1,6,20,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/27/2015","9:22",1982
"81","072715-01",1,6,21,"banana_control","banana_foil","banana_control","implicature","unambiguous","distractor","target","R","banana_control","Y","7/27/2015","9:22",2999
"82","072715-01",1,6,22,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y","7/27/2015","9:22",2273
"83","072715-01",1,6,23,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","L","cup_control","N","7/27/2015","9:22",2496
"84","072715-01",1,6,24,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","R","teddybear_control","Y","7/27/2015","9:22",2697
"85","072715-01",1,6,25,"bird_implic","bird_implic","bird_control","implicature","implicature","target","distractor","L","bird_implic","Y","7/27/2015","9:22",2239
"86","072715-01",1,6,26,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","L","banana_control","Y","7/27/2015","9:22",1953
"87","072715-01",1,6,27,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/27/2015","9:22",2316
"88","072715-01",1,6,28,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y","7/27/2015","9:22",2429
"89","072715-01",1,6,29,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y","7/27/2015","9:22",1636
"90","072715-01",1,6,30,"teddybear_implic","teddybear_control","teddybear_implic","implicature","implicature","distractor","target","R","teddybear_implic","Y","7/27/2015","9:22",1735
"91","072715-01",1,6,31,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y","7/27/2015","9:22",1467
"92","072715-01",1,6,32,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","R","cup_control","N","7/27/2015","9:22",2260
"93","072715-01",1,6,33,"car_control","car_foil","car_control","implicature","unambiguous","distractor","target","R","car_control","Y","7/27/2015","9:22",2211
"94","072715-01",1,6,34,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","R","cookie_control","N","7/27/2015","9:22",2885
"95","072715-01",1,6,35,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/27/2015","9:22",2706
"96","072715-01",1,6,36,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y","7/27/2015","9:22",2606
"97","072715-01",1,6,38,"bird_implic","bird_implic","bird_control","implicature","implicature","target","distractor","L","bird_implic","Y","7/27/2015","9:22",1885
"98","072715-01",1,6,39,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","L","banana_control","N","7/27/2015","9:22",1884
"99","072715-01",1,6,37,"cookie_control","cookie_control","cookie_foil","implicature","unambiguous","target","distractor","L","cookie_control","Y","7/27/2015","9:22",2300
"100","072715-01",1,6,40,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/27/2015","9:22",1793
"101","072715-01",1,6,41,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y","7/27/2015","9:22",2251
"102","072715-01",1,6,42,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","R","cat_control","N","7/27/2015","9:22",2281
"103","072715-01",1,6,43,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y","7/27/2015","9:22",2380
"104","072715-01",1,6,44,"bicycle_implic","bicycle_control","bicycle_implic","implicature","implicature","distractor","target","R","bicycle_implic","Y","7/27/2015","9:22",2032
"105","072715-01",1,6,45,"teddybear_implic","teddybear_control","teddybear_implic","implicature","implicature","distractor","target","R","teddybear_implic","Y","7/27/2015","9:22",2210
"106","072715-01",1,6,46,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","R","cup_control","N","7/27/2015","9:22",1903
"107","072715-01",1,6,47,"dog_control","dog_foil","dog_control","implicature","unambiguous","distractor","target","R","dog_control","Y","7/27/2015","9:22",2895
"108","072715-01",1,6,48,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/27/2015","9:22",2427
"109","072715-01",1,6,49,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/27/2015","9:22",2519
"110","072715-01",1,6,50,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y","7/27/2015","9:22",1943
"111","072715-01",1,6,51,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y","7/27/2015","9:22",2102
"112","072715-01",1,6,52,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","L","banana_control","Y","7/27/2015","9:22",2180
"113","072715-01",1,6,53,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","R","cookie_control","N","7/27/2015","9:22",2495
"114","072715-01",1,6,54,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y","7/27/2015","9:22",1983
"115","072715-01",1,6,55,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","L","apple_control","N","7/27/2015","9:22",1983
"116","072715-01",1,6,56,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y","7/27/2015","9:22",2182
"117","072715-01",1,6,57,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","R","teddybear_control","N","7/27/2015","9:22",1953
"118","072715-01",1,6,58,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","R","cup_control","N","7/27/2015","9:22",2162
"119","072715-01",1,6,59,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y","7/27/2015","9:22",2485
"120","072715-01",1,6,60,"cat_control","cat_foil","cat_control","implicature","unambiguous","distractor","target","R","cat_control","Y","7/27/2015","9:22",2170
"121","072715-01",1,6,1,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/27/2015","9:22",1995
"122","072715-01",1,6,2,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/27/2015","9:22",1310
"123","072715-01",1,6,3,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/27/2015","9:22",1042
"124","072715-01",1,6,4,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/27/2015","9:22",843
"125","072715-01",1,6,5,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/27/2015","9:22",1182
"126","072715-01",1,6,6,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","R","apple_inhib","Y","7/27/2015","9:22",1364
"127","072715-01",1,6,7,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/27/2015","9:22",1053
"128","072715-01",1,6,8,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/27/2015","9:22",1280
"129","072715-01",1,6,9,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/27/2015","9:22",839
"130","072715-01",1,6,10,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/27/2015","9:22",914
"131","072715-01",1,6,11,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/27/2015","9:22",892
"132","072715-01",1,6,12,"car_inhib","car_pos","car_inhib","inhibition","inhib","distractor","target","R","car_inhib","Y","7/27/2015","9:22",1429
"133","072715-01",1,6,13,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/27/2015","9:22",1357
"134","072715-01",1,6,14,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/27/2015","9:22",1042
"135","072715-01",1,6,15,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/27/2015","9:22",2280
"136","072715-01",1,6,16,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/27/2015","9:22",1092
"137","072715-01",1,6,17,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/27/2015","9:22",1426
"138","072715-01",1,6,18,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/27/2015","9:22",1270
"139","072715-01",1,6,19,"dog_inhib","dog_inhib","dog_pos","inhibition","inhib","target","distractor","L","dog_inhib","Y","7/27/2015","9:22",1735
"140","072715-01",1,6,20,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/27/2015","9:22",1407
"141","072715-01",1,6,21,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/27/2015","9:22",1092
"142","072715-01",1,6,22,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/27/2015","9:22",1011
"143","072715-01",1,6,23,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/27/2015","9:22",1003
"144","072715-01",1,6,24,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/27/2015","9:22",1111
"145","072715-01",1,6,25,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/27/2015","9:22",1256
"146","072715-01",1,6,26,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","R","teddybear_inhib","Y","7/27/2015","9:22",1817
"147","072715-01",1,6,27,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","7/27/2015","9:22",3708
"148","072715-01",1,6,28,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","7/27/2015","9:22",2052
"149","072715-01",1,6,29,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/27/2015","9:22",1686
"150","072715-01",1,6,30,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/27/2015","9:22",1388
"151","072715-01",1,6,31,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/27/2015","9:22",1340
"152","072715-01",1,6,32,"banana_inhib","banana_pos","banana_inhib","inhibition","inhib","distractor","target","R","banana_inhib","Y","7/27/2015","9:22",1487
"153","072715-01",1,6,33,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",1398
"154","072715-01",1,6,34,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",833
"155","072715-01",1,6,35,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",656
"156","072715-01",1,6,36,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",695
"157","072715-01",1,6,37,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",745
"158","072715-01",1,6,38,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/27/2015","9:22",3124
"159","072715-01",1,6,39,"bicycle_inhib","bicycle_pos","bicycle_inhib","inhibition","inhib","distractor","target","R","bicycle_inhib","Y","7/27/2015","9:22",1802
"160","072715-01",1,6,40,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/27/2015","9:22",1841
"161","072715-01",1,6,41,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/27/2015","9:22",745
"162","072715-01",1,6,42,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/27/2015","9:22",507
"163","072715-01",1,6,43,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/27/2015","9:22",576
"164","072715-01",1,6,44,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/27/2015","9:22",923
"165","072715-01",1,6,45,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/27/2015","9:22",822
"166","072715-01",1,6,46,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y","7/27/2015","9:22",1825
"167","072715-01",1,6,47,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","7/27/2015","9:22",1347
"168","072715-01",1,6,48,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/27/2015","9:22",1160
"169","072715-01",1,6,49,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/27/2015","9:22",1467
"170","072715-01",1,6,50,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","7/27/2015","9:22",1419
"171","072715-01",1,6,51,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/27/2015","9:22",1378
"172","072715-01",1,6,52,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","L","flower_inhib","Y","7/27/2015","9:22",2092
"173","072715-01",1,6,53,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1503
"174","072715-01",1,6,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",978
"175","072715-01",1,6,55,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1270
"176","072715-01",1,6,56,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/27/2015","9:22",1549
"177","072715-01",1,6,57,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1121
"178","072715-01",1,6,58,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1252
"179","072715-01",1,6,59,"cookie_inhib","cookie_inhib","cookie_pos","inhibition","inhib","target","distractor","L","cookie_inhib","Y","7/27/2015","9:22",1645
"180","072715-01",1,6,60,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1388
"181","072715-01",1,6,61,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/27/2015","9:22",1330
"182","072715-01",1,6,62,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/27/2015","9:22",1141
"183","072715-01",1,6,63,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1041
"184","072715-01",1,6,64,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1072
"185","072715-01",1,6,65,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","L","lamp_inhib","Y","7/27/2015","9:22",1389
"186","072715-01",1,6,66,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1299
"187","072715-01",1,6,67,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1299
"188","072715-01",1,6,68,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1148
"189","072715-01",1,6,69,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1062
"190","072715-01",1,6,70,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",626
"191","072715-01",1,6,71,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","R","bird_inhib","N","7/27/2015","9:22",562
